slug	name	date	event	opponent	methodRaw	promotion
matsumoto-toshio	松本哉朗	2003-02-22	一撃 2.22 ICHIGEKI	スーパーチャージ・ヴィーモア	3R終了 判定3-0	Wikipedia(その他団体)
paveru-maiya	パヴェル・マイヤー	2003-02-22	一撃 2.22 ICHIGEKI	グラウベ・フェイトーザ	3R 2:27 KO（左ハイキック）	Wikipedia(その他団体)
kusatsu-kenji	草津賢治	2003-02-22	一撃 2.22 ICHIGEKI	アレキサンダー・ピチュクノフ	3R終了 判定1-0	Wikipedia(その他団体)
guraube-feitoza	グラウベ・フェイトーザ	2003-02-22	一撃 2.22 ICHIGEKI	パヴェル・マイヤー	3R 2:27 KO（3ノックダウン：左ハイキック）	Wikipedia(その他団体)
yurugen-kuruto	ユルゲン・クルト	2003-02-22	一撃 2.22 ICHIGEKI	野地竜太	5R終了 判定3-0	Wikipedia(その他団体)
noji-ryuuta	野地竜太	2003-02-22	一撃 2.22 ICHIGEKI	ユルゲン・クルト	3分5R終了 判定0-3	Wikipedia(その他団体)
hyuma-hitachi	常陸飛雄馬	2019-07-28	RISE WEST ZERO & KAMINARIMON	清水将海	3R TKO	RISE
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2012-10-06	GLORY 2	レミー・ボンヤスキー	3R+延長1R終了 判定0-3	GLORY
remi-bonyasuki	レミー・ボンヤスキー	2012-10-06	GLORY 2	アンダーソン・ブラドック・シルバ	3R+延長1R終了 判定4-1	GLORY
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2012-02-25	SuperKombat World Grand Prix I 2012	カタリン・モロサヌ	3R終了 判定0-3	Wikipedia(その他団体)
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2012-02-25	SuperKombat World Grand Prix I 2012	ニコラ・ファリン	3R終了 判定3-0	Wikipedia(その他団体)
rauru-katinasu	ラウル・カティナス	2012-02-25	SuperKombat World Grand Prix I 2012	ユクセル・アヤディン	3R終了 判定3-0	Wikipedia(その他団体)
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2012-01-28	IT'S SHOWTIME 54&55	マイケル・ドゥート	3R終了 判定5-0	IT'S SHOWTIME
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2010-10-16	Ultimate Glory 2010-2011 First Round	ムラッド・ボウジディ	3R終了 判定0-3	GLORY
gukan-saki	グーカン・サキ	2010-10-16	Ultimate Glory 2010-2011 First Round	ニコライ・ファリン	3R 1:55 KO（左ボディフック）	GLORY
murado-boujidi	ムラッド・ボウジディ	2010-10-16	Ultimate Glory 2010-2011 First Round	アンダーソン・ブラドック・シルバ	3R終了 判定3-0	GLORY
sutefan-reko	ステファン・レコ	2010-10-16	Ultimate Glory 2010-2011 First Round	ウェンデル・ロチェ	2R 1:44 TKO（棄権）	GLORY
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2009-11-21	Ernesto Hoost Present's IT'S SHOWTIME 2009 Barneveld	デニス・ストルゼンバッチ	3R+延長1R終了 判定	IT'S SHOWTIME
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2009-06-28	SLAMM!!: New Generation	アンディ・シャンデンベルク	3R終了 判定3-0	Wikipedia(その他団体)
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2009-05-31	Next Generation Warriors 3	ロイド・ヴァン・ダム	3R終了 ドロー	Wikipedia(その他団体)
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2009-03-28	VIP Fight Night 2009	ヘスディ・カラケス	1R 2:28 TKO（ドクターストップ）	Wikipedia(その他団体)
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2009-03-28	VIP Fight Night 2009	パトリック・リエダート	2R 2:32 KO（左フック）	Wikipedia(その他団体)
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2009-03-28	VIP Fight Night 2009	ダニョ・イルンガ	2R 2:07 KO（パンチ連打）	Wikipedia(その他団体)
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2009-02-15	Noord Gestoord	タリック・チャコイ	1R TKO	Wikipedia(その他団体)
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2008-10-05	Tough Is Not Enough	トーマス・ハロン	3R+延長1R終了 判定	Wikipedia(その他団体)
arubiaru-rima	アルビアール・リマ	2008-10-05	Tough Is Not Enough	ゴラン・ボロビッチ	5R終了時 判定	Wikipedia(その他団体)
andason-buradoku-shiruba	アンダーソン・ブラドック・シルバ	2007-11-10	Demolition Fight GP	カーロス"オーガスト"イノセンテ	3R+延長1R終了 判定	Wikipedia(その他団体)
nobu-hayashi	ノブ・ハヤシ	2018-03-01	「日本骨髄バンクチャリティ CHAKURIKI 3」	ナジーム・マリク	3R 3:00 TKO（レフェリーストップ）	Wikipedia(その他団体)
nobu-hayashi	ノブ・ハヤシ	2017-06-29	「〜熊本復興祈念イベント〜火の国格闘伝説 LEGEND7」	ピーターソン・シャカル	2R 0:45 TKO（右フック）	Wikipedia(その他団体)
nobu-hayashi	ノブ・ハヤシ	2016-03-13	「日本骨髄バンクチャリティ CHAKURIKI 2」	クラッシャー川口	3R終了 判定3-0〔30-28、30-29、30-29〕	Wikipedia(その他団体)
nobu-hayashi	ノブ・ハヤシ	2015-11-04	「～縁～ 八芳園 2015」	KOICHI	1R 1:24 TKO（パンチ連打）	Wikipedia(その他団体)
nobu-hayashi	ノブ・ハヤシ	2015-07-20	「火の国格闘伝説 LEGEND 6」	長谷川獣兵衛	3R終了 判定3-0〔30-28、30-28、30-28〕	Wikipedia(その他団体)
nobu-hayashi	ノブ・ハヤシ	2015-02-11	「NO KICK NO LIFE 2015」	松本哉朗	1R 1:04 TKO（縦方向のヒジによるカット）	Wikipedia(その他団体)
nobu-hayashi	ノブ・ハヤシ	2014-12-29	「BLADE1」	ムラット・エガン	2R 0:46 TKO（2スタンディングダウン：パンチ連打）	Wikipedia(その他団体)
nobu-hayashi	ノブ・ハヤシ	2000-10-08	Victory or Hell Part 1	サンデー・ソーンハウゼン	2R KO	Wikipedia(その他団体)
nobu-hayashi	ノブ・ハヤシ	1999-03-27	The Fights of the Gladiators	（Netherlands）	Gurhan Degirmenci	5R終了 判定3-0	Wikipedia(その他団体)
nobu-hayashi	ノブ・ハヤシ	None	オランダ（大会名不明）	アントニー・ハードンク	1R中止 無効試合	Wikipedia(その他団体)
nobu-hayashi	ノブ・ハヤシ	None	オランダ（大会名不明）	不明	1R KO（パンチ連打）	Wikipedia(その他団体)
machida-hikaru	町田 光	2015-12-12	INNO	高橋幸光	3R 2分18秒 TKO	Wikipedia(その他団体)
machida-hikaru	町田 光	2015-09-20	INNOVATION	ナーカー・ゲーオサムリット	4R 終了時 TKO	Wikipedia(その他団体)
masashi-nakajima	中島将志	2022-07-10	INNOVATION	風間大輝	2R KO	RISE
machida-hikaru	町田 光	2015-07-12	REBELS.37	郷州力	5R 判定 3-0	Wikipedia(その他団体)
ogasawara-eisaku	小笠原 瑛作	2015-07-12	REBELS.37	優希	1R 1:40 KO（タオル投入）	Wikipedia(その他団体)
goshu-masanobu	郷州 征宜	2015-07-12	REBELS.37	町田光	5R終了 判定0-3	Wikipedia(その他団体)
nekota	ねこ太	2021-10-10	INNOVATION認定 DANGER GYM主催「AROUSAL Ⅵ 」	AZU	3R 判定	RISE
nekota	ねこ太	2021-03-07	KROSS×OVER.11	田島美咲	3R 判定	RISE
nekota	ねこ太	2020-12-06	REBELS68	川島えりさ	3R 判定	RISE
nekota	ねこ太	2020-09-20	RISE GIRLS POWER.3	上仮屋真莉	3R 判定	RISE
sayaka-2	紗耶香	2020-09-20	RISE GIRLS POWER.3	山本知美	3R TKO	RISE
seina	聖愛	2020-09-20	RISE GIRLS POWER.3	陣内まどか	3R判定	RISE
shoya	昇也	2021-10-03	鐵拳-13 （鉄拳）	バズーカ巧樹	判定	Bigbang
shoya	昇也	2021-01-31	士道館新春興行 FIGHT FOR PEACE 10	耀織	判定	Bigbang
shoya	昇也	2020-03-08	村上祭 vol.4	浅井 悠太	判定	Bigbang
mohan-doragon	モハン・ドラゴン	2020-03-08	村上祭 vol.4	ストロング小林	KO	Bigbang
shoya	昇也	2019-07-07	菅原道場主催 鉄拳12	清水 佑太郎	判定	Bigbang
shoya	昇也	2018-03-11	激闘1	不明		Bigbang
shoya	昇也	2017-04-23	村上祭 VOL.2	堀池 空希	判定	Bigbang
kyoshiro	恭士郎	2017-04-23	村上祭 VOL.2	石田 勝希	KO	Bigbang
mohan-doragon	モハン・ドラゴン	2017-04-23	村上祭 VOL.2	バズーカ巧樹	なし	Bigbang
kirato-konno	紺野煌人	2024-05-12	STRIKE NEXUS 02	松本将輝	2R TKO	RISE
kesuke	ケースケ	2024-05-12	STRIKE NEXUS 02	畑中健太	3R 判定	RISE
saigo	SAIGO	2024-05-12	STRIKE NEXUS 02	大島広也	3R終了 判定3-0	Wikipedia(その他団体)
kazane	風音	2018-02-25	HOOST CUP KINGS KYOTO 4	KING剛	3R 判定	RISE
kazane	風音	2017-11-26	HOOST CUP KINGS OSAKA 2	西田京介	3R 判定	RISE
kazane	風音	2017-09-30	HOOST CUP KINGS NAGOYA 3	大﨑孔稀	3R 判定	RISE
kazane	風音	2017-07-09	HOOST CUP KINGS Kyoto 3	錢神駿一	3R TKO	RISE
kazane	風音	2017-03-05	HOOST CUP KINGS Kyoto 2	長谷川海	1R TKO	RISE
kazane	風音	2015-07-12	HOOST CUP SPIRIT 6	俊YAMATO	1R KO	RISE
anpo-rukiya	安保瑠輝也	2026-10-17	ONE SAMURAI 4	ボグダン・シュマロフ	試合前	ONE Championship
anpo-rukiya	安保瑠輝也	2017-04-01	武風林2017 〜中国vs欧州対抗戦〜	ワン・チーウェイ	3R終了 判定2-1	武林風
anpo-rukiya	安保瑠輝也	2016-12-23	EM Legend 15	シンマニー・ゲーオサムリット	3R終了 判定	EM Legend
anpo-rukiya	安保瑠輝也	2016-12-23	EM Legend 15	ラスル・カチャカエフ	3R 1:15 KO（三日月蹴り）	EM Legend
anpo-rukiya	安保瑠輝也	2016-07-09	EM Legend 10	ジャオ・チュアンリン	2R KO（左フック）	EM Legend
anpo-rukiya	安保瑠輝也	2016-07-09	EM Legend 10	アレクサンドロス	3R終了 判定2-0	EM Legend
anpo-rukiya	安保瑠輝也	2015-08-01	BLADE.2	橋本正城	2R 2:12 KO（右フック）	Wikipedia(その他団体)
anpo-rukiya	安保瑠輝也	2011-12-04	ZIHAD cup STIR KING 2011	倉石祐馬	3R終了 判定	Wikipedia(その他団体)
anpo-rukiya	安保瑠輝也	2011-12-04	ZIHAD cup STIR KING 2011	不明	KO	Wikipedia(その他団体)
anpo-rukiya	安保瑠輝也	2011-12-04	ZIHAD cup STIR KING 2011	不明	KO	Wikipedia(その他団体)
anpo-rukiya	安保瑠輝也	2011-08-07	ムエローク2011 -3rd-	白鳥大珠	3R終了 判定0-3	Wikipedia(その他団体)
taiju-shiratori	白鳥大珠	2011-08-07	ムエローク2011 -3rd-	安保瑠輝也	3R終了 判定3-0	Wikipedia(その他団体)
koki-osaki	大﨑孔稀	2024-11-08	ONE Friday Fights 86	フオ・シャオロン	3R 判定	RISE
fuu	風羽	2024-11-08	ONE Friday Fights 86	イスライ・エリカ・ポモガオ	3R 判定	SHOOT BOXING
fuu	風羽	2024-11-08	ONE Friday Fights 86	イスライ・エリカ・ボモガオ	ユナニマス判定	ONE Championship
igoru-bekurefu	イゴール・ベクレフ	2024-11-08	ONE Friday Fights 86	ギンサンレック	TKO	ONE Championship
koki-osaki	大﨑孔稀	2021-04-11	BOM WAVE 04 – Get Over The COVID-19 – 第2部	カイト・ウォーワンチャイ	5R 判定	RISE
j	J	2021-04-11	BOM WAVE 04 – Get Over The COVID-19 – 第2部	松島勲也	延長R判定	RISE
koki-osaki	大﨑孔稀	2020-12-06	BOM WAVE03 – Get Over The COVID-19-	サンチャイ・TEPPEN GYM	5R 判定	RISE
sanchai-teppengym	サンチャイ・TEPPENGYM	2020-12-06	BOM WAVE03 – Get Over The COVID-19-	大﨑孔稀	5R 判定	RISE
kurisutofu-purubo	クリストフ・プルボー	2010-04-03	Muay Thai in America	マライペット・ダイアモンド	5R終了 判定2-1	Wikipedia(その他団体)
kurisutofu-purubo	クリストフ・プルボー	2009-12-11	Fujiwara Festival 〜藤原祭り2009〜	ガンスワン・Be Well	3R終了 判定0-3	Wikipedia(その他団体)
yamamoto-masahiro	山本 真弘	2009-12-11	Fujiwara Festival 〜藤原祭り2009〜	中須賀芳徳	3R+延長R終了 判定3-0	Wikipedia(その他団体)
samukawa-naoki	寒川直喜	2009-12-11	Fujiwara Festival 〜藤原祭り2009〜	高瀬大樹	3R終了 判定3-0	Wikipedia(その他団体)
kurisutofu-purubo	クリストフ・プルボー	2009-09-13	M-1 FAIRTEX SINGHA BEER ムエタイチャレンジ 2009 Yod Nak Suu vol.3	ナルポン・フェアテックス	5R終了 判定0-3	Wikipedia(その他団体)
fujihara-arashi	藤原あらし	2009-09-13	M-1 FAIRTEX SINGHA BEER ムエタイチャレンジ 2009 Yod Nak Suu vol.3	ワンロップ・ウィラサクレック	5R終了 判定2-0	Wikipedia(その他団体)
kurisutofu-purubo	クリストフ・プルボー	2008-10-17	全日本キックボクシング連盟「ALL or NOTHING」	湟川満正	5R 2:43 KO（右肘打ち）	全日本キックボクシング連盟
nakamura-takaaki	中村高明	2008-10-17	全日本キックボクシング連盟「ALL or NOTHING」	白虎	2R 2:43 KO（右膝蹴り）	全日本キックボクシング連盟
yamauchi-yuutarou	山内佑太郎	2008-10-17	全日本キックボクシング連盟「ALL or NOTHING」	望月竜介	3R 1:55 KO（3ダウン：跳び膝蹴り）	全日本キックボクシング連盟
kurisutofu-purubo	クリストフ・プルボー	2008-08-22	全日本キックボクシング連盟「Fighting Base-1」	金統光	1R 2:11 KO (右肘打ち）	全日本キックボクシング連盟
kurisutofu-purubo	クリストフ・プルボー	2008-05-11	ニュージャパンキックボクシング連盟「START OF NEW LEGEND V 〜新伝説の始まり〜」	宮越宗一郎	5R終了 判定0-2	NJKF
sakurai-youhei	桜井洋平	2008-05-11	ニュージャパンキックボクシング連盟「START OF NEW LEGEND V 〜新伝説の始まり〜」	カリム・エル・オスロウティ	1R 1:09 KO（右肘打ち）	NJKF
kurisutofu-purubo	クリストフ・プルボー	2008-03-20	全日本キックボクシング連盟「Kick On!」	湟川満正	3R+延長R終了 判定1-2	全日本キックボクシング連盟
yamamoto-masahiro	山本 真弘	2008-03-20	全日本キックボクシング連盟「Kick On!」	F16・PKPラチャノン	4R 0:19 TKO（左瞼カット）	全日本キックボクシング連盟
sorudetigure-yosuke	ソルデティグレ・ヨースケ	2008-03-20	全日本キックボクシング連盟「Kick On!」	藤井基文	2R 0:37 KO（右フック）	全日本キックボクシング連盟
yoshimoto-kouji	吉本光志	2008-03-20	全日本キックボクシング連盟「Kick On!」	三上洋一郎	3R 1:11 KO（膝蹴り）	全日本キックボクシング連盟
nakamura-takaaki	中村高明	2008-03-20	全日本キックボクシング連盟「Kick On!」	ランボー・C.M.A.	3R 0:25 TKO（ドクターストップ：左眉カット）	全日本キックボクシング連盟
kurisutofu-purubo	クリストフ・プルボー	2007-11-18	全日本キックボクシング連盟「70's」	白虎	2R 0:48 KO（3ノックダウン：パンチ連打）	全日本キックボクシング連盟
nobuchika-terado	寺戸伸近	2007-11-17	全日本キックボクシング連盟「70's」	ウエンツ☆修一	3R KO	RISE
rei-sutarin	レイ・スターリン	2007-11-18	全日本キックボクシング連盟「70's」	石毛慎也	5R終了 判定3-0	全日本キックボクシング連盟
yamauchi-yuutarou	山内佑太郎	2007-11-18	全日本キックボクシング連盟「70's」	喜入衆	3R 2:01 TKO（頭部のカット）	全日本キックボクシング連盟
kurisutofu-purubo	クリストフ・プルボー	2007-02-02	全日本キックボクシング連盟「CUB☆KICK'S-5」	後藤友宏	3R終了 判定3-0	全日本キックボクシング連盟
sorudetigure-yosuke	ソルデティグレ・ヨースケ	2007-02-02	全日本キックボクシング連盟「CUB☆KICK'S-5」	橋本城典	3R終了 判定2-0	全日本キックボクシング連盟
wentz-shuichi	ウエンツ☆修一	2007-02-02	全日本キックボクシング連盟「CUB☆KICK'S-5」	小野寺紘也	3R終了 判定2-0	全日本キックボクシング連盟
kurisutofu-purubo	クリストフ・プルボー	2006-11-12	全日本キックボクシング連盟「Solid Fist」	藤元洋次	3R終了 判定3-0	全日本キックボクシング連盟
masuda-hiromasa	増田博正	2006-11-12	全日本キックボクシング連盟「Solid Fist」	チューティン・シットクヴォンイム	3R終了 判定0-2	全日本キックボクシング連盟
otsuki-haruaki	大月 晴明	2006-11-12	全日本キックボクシング連盟「Solid Fist」	山本雅美	3R終了 判定3-0	全日本キックボクシング連盟
kurisutofu-purubo	クリストフ・プルボー	2006-10-09	全日本キックボクシング連盟「CUB☆KICK'S-4」	笠原誠吾	1R 2:48 KO	全日本キックボクシング連盟
nakamura-takaaki	中村高明	2006-10-09	全日本キックボクシング連盟「CUB☆KICK'S-4」	プラーブスックレック・シッサンタット	3R 1:32 TKO	全日本キックボクシング連盟
kurisutofu-purubo	クリストフ・プルボー	2006-05-03	ニュージャパンキックボクシング連盟「ADVANCE IV 〜前進〜」	森田泰男	1R 1:34 KO	NJKF
yoneda-takashi	米田貴志	2006-05-03	ニュージャパンキックボクシング連盟「ADVANCE IV 〜前進〜」	美保裕介	3R 1:49 KO（ローキック）	NJKF
kubo-yuuta	久保優太	2006-05-03	ニュージャパンキックボクシング連盟「ADVANCE IV 〜前進〜」	大川眞人	5R終了 判定3-0	NJKF
sakurai-youhei	桜井洋平	2006-05-03	ニュージャパンキックボクシング連盟「ADVANCE IV 〜前進〜」	カリム・エル・オスロウティ	4R 2:36 KO（右ボディストレート）	NJKF
jodan-pikeo	ジョーダン・ピケオー	2022-05-14	Fight Time	ムスタファ・フーリ	2R TKO（ドクターストップ：脚の負傷）	Wikipedia(その他団体)
jodan-pikeo	ジョーダン・ピケオー	2017-03-19	Fight Time	ウィリアム・ディンダー	3R終了 判定	Wikipedia(その他団体)
jodan-pikeo	ジョーダン・ピケオー	2022-02-12	Fair Fight XVI	ワシリー・セメノフ	3R終了 判定0-3	Wikipedia(その他団体)
sutoyan-kopurivurensuki	ストーヤン・コプリヴレンスキー	2022-02-12	Fair Fight XVI	ジアニス・ズエフ	3R終了 判定3-0	Wikipedia(その他団体)
jodan-pikeo	ジョーダン・ピケオー	2016-10-15	ACB KB 8: Only The Braves	ブラヒム・カラー	1R TKO	Wikipedia(その他団体)
jodan-pikeo	ジョーダン・ピケオー	2016-02-27	King of Kings: World Grand Prix 2016	クリスチャン・ドレル	3R終了 判定	Wikipedia(その他団体)
jodan-pikeo	ジョーダン・ピケオー	2016-01-23	Sportmani Events VIII	レドゥアン・ダウディ	1R KO	Wikipedia(その他団体)
jodan-pikeo	ジョーダン・ピケオー	2015-11-28	Ring Stars	アンガー・ナスル	5R終了 判定	Wikipedia(その他団体)
jodan-pikeo	ジョーダン・ピケオー	2015-04-17	World Fighting League	ブレイ・ボザリルマス	3R終了 判定0-3	Wikipedia(その他団体)
